reward,tau_out,tau_in,presentation_time,id,lr,g_max,rate_out
10.0,0.24493411270764207,0.0865001566446787,0.3022628926824673,gxeSL,0.00796035544503112,0.7371353230912354,77.3197601074518
20.0,0.14192767847324575,0.17225935549246882,0.22047041220481217,Nouyf,0.0012297638978719535,0.5797148845270058,71.1715454235001
10.0,0.06085285594992786,0.2691748091684686,0.30840140370684477,MVoD2,0.0021851462954534935,0.6995401783033744,32.2691565912492
