vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,dt,n_neurons,inhibition_time,vprog_increment,accuracy,accuracy_2
-0.9,0.1,0.5,1000.0,0.06,0.06,1.0,1.0,0.35,0.005,20.0,10.0,0.0,59.0,59.7
-0.9,0.1,0.5,1000.0,0.06,0.06,1.0,1.0,0.35,0.001,20.0,10.0,0.0,32.38333333333333,13.18
