vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,dt,n_neurons,inhibition_time,vprog_increment,accuracy,accuracy_2
-0.9,0.05,0.5,1000.0,0.06,0.06,1.0,1.0,0.35,0.005,50.0,10.0,0.0,60.983333333333334,62.42
-0.9,0.075,0.5,1000.0,0.06,0.06,1.0,1.0,0.35,0.005,50.0,10.0,0.0,66.76666666666667,68.48
-0.9,0.1,0.5,1000.0,0.06,0.06,1.0,1.0,0.35,0.005,50.0,10.0,0.0,66.38333333333334,68.05
-0.9,0.125,0.5,1000.0,0.06,0.06,1.0,1.0,0.35,0.005,50.0,10.0,0.0,68.88333333333333,70.25
