vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,iterations,presentation_time,dt,n_neurons,inhibition_time,vprog_increment,accuracy,accuracy_2
-0.9,0.075,0.5,6000.0,0.06,0.06,1.0,1.0,0.35,0.005,50.0,10.0,0.0,62.150000000000006,62.45
-0.9,0.1,0.5,6000.0,0.06,0.06,1.0,1.0,0.35,0.005,50.0,10.0,0.0,57.333333333333336,57.88
